CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score
15216,88,2,96.6,2,1,1,211
15218,11,166,5756.89,5,5,5,555
15219,176,9,305.75,2,1,2,212
15220,52,117,1778.96,3,4,4,344
15221,366,5,403.25,1,1,2,112
15222,319,5,585.0,1,1,3,113
15223,226,20,755.75,1,2,3,123
15224,358,14,322.08,1,2,2,122
15225,234,23,409.40000000000003,1,2,2,122
15226,311,8,154.41,1,1,1,111
15227,37,58,1219.4,3,3,4,334
15228,66,125,3386.71,3,5,5,355
15230,239,23,429.6,1,2,2,122
15232,113,31,612.06,2,3,3,233
15234,277,14,197.0,1,2,1,121
15235,218,143,2247.51,1,5,5,155
15236,299,15,321.05,1,2,2,122
15237,2,99,1412.32,5,4,4,544
15238,29,50,1071.99,4,3,4,434
15239,10,49,780.59,5,3,3,533
15240,45,78,1706.57,3,4,4,344
15241,67,110,1756.44,3,4,4,344
15243,74,22,316.68,2,2,2,222
15244,65,34,631.57,3,3,3,333
15245,134,89,2515.84,2,4,5,245
15246,238,33,514.15,1,3,3,133
15247,122,6,356.0,2,1,2,212
15249,32,350,6688.46,4,5,5,455
15251,9,111,10484.99,5,4,5,545
15252,36,44,740.78,3,3,3,333
15253,16,53,918.1999999999999,4,3,3,433
15254,127,18,300.36,2,2,2,222
15255,67,47,890.85,3,3,3,333
15256,149,6,98.45,2,1,1,211
15257,283,7,317.15,1,1,2,112
15258,169,34,623.16,2,3,3,233
15260,100,77,1810.77,2,4,4,244
15261,135,19,254.82,2,2,2,222
15262,324,10,178.95000000000002,1,1,1,111
15263,107,12,156.51,2,1,1,211
15264,64,23,393.74,3,2,2,322
15265,151,82,1506.1200000000001,2,4,4,244
15266,338,6,119.3,1,1,1,111
15267,22,11,1717.36,4,1,4,414
15269,24,2,408.8,4,1,2,412
15270,16,41,2379.49,4,3,5,435
15271,7,274,2507.07,5,5,5,555
15272,57,63,721.94,3,4,3,343
15274,4,47,716.57,5,3,3,533
15275,38,41,615.14,3,3,3,333
15276,66,52,135.31,3,3,1,331
15277,47,12,255.89999999999998,3,1,2,312
15279,355,19,290.51,1,2,2,122
15280,172,16,113.12,2,2,1,221
15281,59,139,2332.15,3,5,5,355
15286,50,3,240.55,3,1,1,311
15287,22,20,486.69,4,2,2,422
15288,43,88,2306.52,3,4,5,345
15289,29,58,939.78,4,3,3,433
15290,5,204,7943.22,5,5,5,555
15291,26,103,4668.3,4,4,5,445
15292,201,25,180.94,1,2,1,121
15296,51,194,3672.86,3,5,5,355
15297,10,39,641.94,5,3,3,533
15298,2,192,4799.9,5,5,5,555
15299,67,7,4507.01,3,1,5,315
15300,64,28,496.44,3,2,3,323
15301,51,243,5070.35,3,5,5,355
15303,290,31,574.02,1,3,3,133
15304,61,23,694.4000000000001,3,2,3,323
15306,64,58,1174.35,3,4,4,344
15307,96,12,205.3,2,1,1,211
15308,274,19,310.47,1,2,2,122
15311,1,2379,60767.9,5,5,5,555
15312,75,47,924.85,2,3,3,233
15313,110,1,52.0,2,1,1,211
15314,199,24,327.97,1,2,2,122
15315,64,37,570.5,3,3,3,333
15316,327,1,165.0,1,1,1,111
15318,4,33,312.62,5,3,2,532
15319,284,16,204.5,1,2,1,121
15320,44,36,267.13,3,3,2,332
15321,71,95,2748.31,3,4,5,345
15322,86,42,679.68,2,3,3,233
15325,104,49,162.29,2,3,1,231
15326,334,29,311.71,1,2,2,122
15327,53,10,208.75,3,1,1,311
15329,39,57,1049.7,3,3,4,334
15330,32,13,714.96,4,1,3,413
15332,366,35,1661.06,1,3,4,134
15333,208,16,1028.56,1,2,4,124
15334,157,99,351.67,2,4,2,242
15335,54,36,173.97,3,3,1,331
15339,66,86,574.07,3,4,3,343
15341,81,17,2020.52,2,2,4,224
15342,130,24,406.09,2,2,2,222
15343,87,21,364.5,2,2,2,222
15344,1,26,563.94,5,2,3,523
15345,46,20,393.54,3,2,2,322
15346,333,17,252.42000000000002,1,2,2,122
15347,366,5,201.60000000000002,1,1,1,111
15348,72,9,158.04,3,1,1,311
15349,158,72,473.81,2,4,2,242
15350,373,5,115.65,1,1,1,111
15351,12,225,1960.1100000000001,5,5,4,554
15353,255,63,777.02,1,4,3,143
15355,29,14,277.05,4,2,2,422
15356,31,519,2766.5,4,5,5,455
15358,5,551,8347.2,5,5,5,555
15360,40,13,427.93,3,1,2,312
15361,362,7,418.92,1,1,2,112
15363,373,16,326.0,1,2,2,122
15364,96,29,913.19,2,2,3,223
15365,26,114,2314.32,4,4,5,445
15366,75,44,602.51,2,3,3,233
15367,57,95,1877.59,3,4,4,344
15368,21,4,446.94000000000005,4,1,2,412
15370,41,94,2386.05,3,4,5,345
15372,137,27,2007.3999999999999,2,2,4,224
15373,8,132,2415.91,5,5,5,555
15374,129,3,168.0,2,1,1,211
15376,40,117,1233.3600000000001,3,4,4,344
15379,169,194,3703.29,2,5,5,255
15380,9,36,1690.2600000000002,5,3,4,534
15381,214,8,596.85,1,1,3,113
15382,15,302,5955.71,4,5,5,455
15384,170,41,642.41,2,3,3,233
15385,40,12,316.88,3,1,2,312
15386,186,31,394.14,1,3,2,132
15388,270,10,140.54,1,1,1,111
15389,172,1,500.0,2,1,3,213
15392,5,84,1535.53,5,4,4,544
15393,16,12,231.86,4,1,1,411
15394,10,85,2183.54,5,4,5,545
15395,326,7,107.45,1,1,1,111
15396,113,14,288.18,2,2,2,222
15397,290,6,94.0,1,1,1,111
15398,16,73,1345.53,4,4,4,444
15399,1,50,815.77,5,3,3,533
15400,92,12,716.2,2,1,3,213
15402,149,42,626.77,2,3,3,233
15405,189,8,349.1,1,1,2,112
15406,31,53,510.71000000000004,4,3,3,433
15407,34,153,1056.44,3,5,4,354
15408,264,34,267.18,1,3,2,132
15410,84,122,3450.84,2,5,5,255
15411,26,99,1358.88,4,4,4,444
15412,171,10,190.53,2,1,1,211
15414,10,39,774.9000000000001,5,3,3,533
15415,313,48,572.8100000000001,1,3,3,133
15416,65,192,3984.32,3,5,5,355
15417,85,28,508.8,2,2,3,223
15419,25,8,135.86,4,1,1,411
15421,59,53,950.36,3,3,4,334
15422,323,6,97.7,1,1,1,111
15423,38,2,43.5,3,1,1,311
15424,254,17,383.34,1,2,2,122
15426,19,292,1447.39,4,5,4,454
15427,33,306,1483.14,4,5,4,454
15428,15,6,93.78,4,1,1,411
15429,27,82,397.35,4,4,2,442
15432,23,10,171.19,4,1,1,411
15433,214,41,533.3,1,3,3,133
15434,8,55,1041.48,5,3,4,534
15435,22,29,149.29,4,2,1,421
15436,12,329,1122.53,5,5,4,554
15437,262,45,200.16,1,3,1,131
15438,131,25,156.57999999999998,2,2,1,221
15440,55,62,383.68,3,4,2,342
15442,249,2,594.0,1,1,3,113
15443,2,382,3236.91,5,5,5,555
15444,9,219,1418.26,5,5,4,554
15445,264,5,113.5,1,1,1,111
15447,331,9,155.17,1,1,1,111
15448,313,28,494.64,1,2,3,123
15449,26,60,974.52,4,4,4,444
15450,30,30,429.84,4,3,2,432
15452,30,58,538.73,4,4,3,443
15453,2,286,1388.37,5,5,4,554
15454,362,25,179.1,1,2,1,121
15456,283,60,447.22,1,4,2,142
15457,262,58,237.07,1,4,1,141
15458,25,7,161.64,4,1,1,411
15460,354,58,216.76,1,4,1,141
15462,94,11,234.6,2,1,1,211
15463,29,7,126.14,4,1,1,411
15464,338,157,1048.85,1,5,4,154
15465,20,97,7354.62,4,4,5,445
15466,85,57,334.53,2,3,2,232
15467,9,52,524.88,5,3,3,533
15468,51,24,467.51,3,2,2,322
15469,50,24,538.55,3,2,3,323
15471,2,77,469.48,5,4,2,542
15472,113,76,371.56,2,4,2,242
15473,14,11,1771.2,4,1,4,414
15475,77,29,454.10999999999996,2,2,2,222
15478,40,46,1441.42,3,3,4,334
15480,116,45,905.5,2,3,3,233
15482,16,98,11054.96,4,4,5,445
15483,161,88,233.81,2,4,1,241
15484,1,188,3594.31,5,5,5,555
15485,30,86,2575.0,4,4,5,445
15488,93,2,91.32000000000001,2,1,1,211
15489,23,50,1134.28,4,3,4,434
15491,95,154,3100.09,2,5,5,255
15492,28,35,659.4599999999999,4,3,3,433
15493,33,297,2001.8,4,5,4,454
15494,21,125,1299.23,4,5,4,454
15497,18,15,1262.2,4,2,4,424
15498,3,512,13316.4,5,5,5,555
15500,8,68,1131.56,5,4,4,544
15502,16,213,10384.93,4,5,5,455
15503,363,70,147.09,1,4,1,141
15504,81,13,52.83,2,1,1,211
15505,53,97,3610.96,3,4,5,345
15506,23,164,979.26,4,5,4,454
15507,172,46,492.36,2,3,3,233
15508,189,92,1000.27,1,4,4,144
15510,331,1,250.0,1,1,1,111
15511,12,160,909.23,5,5,3,553
15512,156,7,121.0,2,1,1,211
15513,33,308,14758.220000000001,4,5,5,455
15514,12,178,4139.46,5,5,5,555
15516,45,15,62.43,3,2,1,321
15517,233,27,267.03,1,2,2,122
15518,64,214,1942.45,3,5,4,354
15520,2,18,343.5,5,2,2,522
15521,40,185,3000.2,3,5,5,355
15522,33,57,398.84,4,3,2,432
15523,84,10,412.01000000000005,2,1,2,212
15524,25,1,440.0,4,1,2,412
15525,2,178,825.92,5,5,3,553
15526,33,4,148.44,4,1,1,411
15527,19,163,2429.78,4,5,5,455
15528,254,26,229.33,1,2,1,121
15529,23,672,3995.23,4,5,5,455
15530,22,108,1502.35,4,4,4,444
15531,8,228,2007.44,5,5,4,554
15532,25,256,1580.93,4,5,4,454
15533,19,83,807.57,4,4,3,443
15535,173,75,536.4,2,4,3,243
15537,163,24,110.92,2,2,1,221
15539,7,41,538.46,5,3,3,533
15540,11,15,213.3,5,2,1,521
15541,114,29,85.13000000000001,2,2,1,221
15543,288,28,127.86,1,2,1,121
15544,9,259,3546.71,5,5,5,555
15545,54,81,292.71999999999997,3,4,2,342
15547,7,702,4954.84,5,5,5,555
15549,77,115,1693.26,2,4,4,244
15550,4,61,575.63,5,4,3,543
15551,37,29,436.06,3,2,2,322
15552,217,17,90.12,1,2,1,121
15553,60,56,437.23,3,3,2,332
15554,278,14,217.2,1,2,1,121
15555,12,899,4805.17,5,5,5,555
15556,24,31,279.77,4,3,2,432
15557,29,20,473.65000000000003,4,2,2,422
15561,12,27,800.59,5,2,3,523
15562,352,1,134.55,1,1,1,111
15563,22,113,1400.44,4,4,4,444
15565,50,8,173.16,3,1,1,311
15567,19,7,186.01,4,1,1,411
15568,3,53,758.29,5,3,3,533
15569,104,31,1375.71,2,3,4,234
15570,7,323,4165.52,5,5,5,555
15571,12,57,650.4300000000001,5,3,3,533
15572,5,215,2552.86,5,5,5,555
15573,32,104,607.45,4,4,3,443
15574,178,168,702.25,2,5,3,253
15576,38,45,940.6700000000001,3,3,3,333
15577,151,39,258.88,2,3,2,232
15578,162,13,127.1,2,1,1,211
15579,69,51,348.6,3,3,2,332
15581,121,149,3679.9700000000003,2,5,5,255
15582,25,44,682.9100000000001,4,3,3,433
15584,24,123,725.11,4,5,3,453
15585,177,31,455.3,2,3,2,232
15587,50,9,913.6800000000001,3,1,3,313
15589,256,29,478.53000000000003,1,2,2,122
15592,47,24,388.58,3,2,2,322
15593,71,5,199.8,3,1,1,311
15594,16,103,1771.78,4,4,4,444
15596,101,77,1406.59,2,4,4,244
15597,35,22,324.57,3,2,2,322
15598,53,14,240.68,3,2,1,321
15599,27,52,761.74,4,3,3,433
15601,11,410,6776.56,5,5,5,555
15602,8,46,1297.8700000000001,5,3,4,534
15603,79,2,48.480000000000004,2,1,1,211
15604,52,17,216.39,3,2,1,321
15605,36,67,1198.23,3,4,4,344
15606,61,77,2920.16,3,4,5,345
15607,337,13,104.76,1,1,1,111
15608,28,60,1093.68,4,4,4,444
15609,184,16,298.48,1,2,2,122
15610,52,6,112.46000000000001,3,1,1,311
15611,10,43,1591.45,5,3,4,534
15612,36,6,195.15,3,1,1,311
15615,10,423,10399.74,5,5,5,555
15618,33,45,776.851,4,3,3,433
15619,11,3,336.40000000000003,5,1,2,512
15620,57,100,1553.18,3,4,4,344
15621,4,16,1293.03,5,2,4,524
15622,43,185,3709.56,3,5,5,355
15623,141,19,301.03,2,2,2,222
15624,117,34,588.13,2,3,3,233
15625,104,64,1534.26,2,4,4,244
15626,75,49,675.8,2,3,3,233
15628,5,155,2870.2400000000002,5,5,5,555
15630,45,60,1186.35,3,4,4,344
15632,16,167,3285.31,4,5,5,455
15634,17,15,243.55,4,2,1,421
15636,90,25,724.76,2,2,3,223
15637,53,15,223.36,3,2,1,321
15639,134,25,425.32,2,2,2,222
15640,4,484,12515.66,5,5,5,555
15641,105,119,1887.2,2,4,4,244
15643,192,33,664.0,1,3,3,133
15644,166,238,813.0,2,5,3,253
15645,19,52,612.01,4,3,3,433
15646,158,35,447.64000000000004,2,3,2,232
15648,204,25,657.35,1,2,3,123
15649,336,2,816.0,1,1,3,113
15651,37,32,646.3,3,3,3,333
15652,91,21,337.74,2,2,2,222
15653,93,6,877.4399999999999,2,1,3,213
15654,9,21,922.53,5,2,3,523
15655,243,34,560.67,1,3,3,133
15656,45,47,748.5,3,3,3,333
15657,23,1,30.0,4,1,1,411
15658,190,48,1024.1000000000001,1,3,4,134
15659,44,11,306.45,3,1,2,312
15660,25,90,1600.86,4,4,4,444
15661,317,5,309.8,1,1,2,112
15663,106,9,138.14,2,1,1,211
15664,51,17,386.43,3,2,2,322
15665,168,116,2242.01,2,4,5,245
15667,40,13,301.32,3,1,2,312
15668,218,1,76.32000000000001,1,1,1,111
15669,40,33,684.34,3,3,3,333
15670,297,12,173.05,1,1,1,111
15671,19,78,2657.13,4,4,5,445
15673,88,155,2881.02,2,5,5,255
15674,73,114,2446.6,2,4,5,245
15675,81,21,323.69,2,2,2,222
15676,19,202,3435.76,4,5,5,455
15677,49,33,657.23,3,3,3,333
15678,53,12,352.7,3,1,2,312
15679,24,110,781.28,4,4,3,443
15680,9,78,1333.68,5,4,4,544
15681,25,53,1426.16,4,3,4,434
15683,117,10,193.75,2,1,1,211
15687,9,166,2993.1,5,5,5,555
15689,120,9,254.1,2,1,2,212
15690,4,19,239.76,5,2,1,521
15691,252,2,136.8,1,1,1,111
15692,28,12,191.04,4,1,1,411
15694,1,78,6479.4,5,4,5,545
15695,267,22,409.98,1,2,2,122
15696,33,171,2736.46,4,5,5,455
15699,18,18,309.65,4,2,2,422
15700,172,86,696.68,2,4,3,243
15701,2,237,1542.14,5,5,4,554
15703,265,5,211.5,1,1,1,111
15704,140,117,2293.62,2,4,5,245
15705,201,6,143.1,1,1,1,111
15706,64,55,1060.56,3,3,4,334
15707,35,214,945.58,3,5,4,354
15708,41,288,3364.2400000000002,3,5,5,355
15709,284,6,133.25,1,1,1,111
15712,9,53,1072.3600000000001,5,3,4,534
15713,143,19,356.7,2,2,2,222
15714,12,35,330.88,5,3,2,532
15716,146,118,1118.81,2,4,4,244
15717,234,7,150.3,1,1,1,111
15719,33,937,5045.61,4,5,5,455
15720,24,128,598.73,4,5,3,453
15721,12,91,507.08,5,4,3,543
15722,36,69,2222.56,3,4,5,345
15723,365,41,203.1,1,3,1,131
15724,201,11,218.25,1,1,1,111
15725,15,32,415.25,4,3,2,432
15727,17,302,5178.96,4,5,5,455
15729,213,5,85.0,1,1,1,111
15730,66,70,1120.88,3,4,4,344
15732,212,14,294.12,1,2,2,122
15733,283,10,162.3,1,1,1,111
15734,115,26,1339.45,2,2,4,224
15737,15,72,1205.1200000000001,4,4,4,444
15738,19,173,4812.42,4,5,5,455
15739,66,8,449.12,3,1,2,312
15740,49,9,154.88,3,1,1,311
15743,16,88,784.46,4,4,3,443
15744,78,3,34.8,2,1,1,211
15745,19,62,1094.59,4,4,4,444
15746,134,28,196.88,2,2,1,221
15747,13,93,974.04,5,4,4,544
15748,40,21,149.31,3,2,1,321
15749,235,10,44534.3,1,1,5,115
15750,3,293,2465.48,5,5,5,555
15752,40,411,2637.38,3,5,5,355
15753,305,1,79.2,1,1,1,111
15754,51,28,458.57,3,2,2,322
15755,10,141,2364.25,5,5,5,555
15756,61,192,532.96,3,5,3,353
15757,66,45,714.42,3,3,3,333
15758,25,9,205.25,4,1,1,411
15759,218,7,253.04,1,1,2,112
15762,65,37,583.75,3,3,3,333
15763,32,61,1086.92,4,4,4,444
15764,88,180,3279.97,2,5,5,255
15766,64,11,315.06,3,1,2,312
15768,116,27,621.8299999999999,2,2,3,223
15769,7,130,56252.72,5,5,5,555
15773,6,10,635.6800000000001,5,1,3,513
15774,69,25,270.8,3,2,2,322
15775,245,7,104.9,1,1,1,111
15776,133,18,241.62,2,2,1,221
15777,241,21,1047.11,1,2,4,124
15780,184,29,475.28000000000003,1,2,2,122
15781,25,20,345.46,4,2,2,422
15782,10,43,2614.7400000000002,5,3,5,535
15783,11,14,246.3,5,2,1,521
15785,33,83,2328.9700000000003,4,4,5,445
15786,46,267,4932.2,3,5,5,355
15787,26,206,948.05,4,5,4,454
15789,358,25,351.3,1,2,2,122
15790,10,35,220.85,5,3,1,531
15791,44,75,1612.69,3,4,4,344
15793,15,12,965.61,4,1,4,414
15795,150,42,610.01,2,3,3,233
15796,1,133,2711.56,5,5,5,555
15797,113,8,2207.4,2,1,5,215
15799,76,98,884.14,2,4,3,243
15800,107,119,699.08,2,4,3,243
15801,46,64,1063.95,3,4,4,344
15802,143,1,451.42,2,1,2,212
15803,51,8,415.82000000000005,3,1,2,312
15804,1,262,4206.39,5,5,5,555
15805,23,301,5528.4800000000005,4,5,5,455
15806,46,31,784.58,3,3,3,333
15807,50,48,903.9,3,3,3,333
15808,306,208,3734.9700000000003,1,5,5,155
15809,36,35,515.77,3,3,3,333
15810,79,89,1391.98,2,4,4,244
15811,22,133,2218.62,4,5,5,455
15812,107,41,1801.14,2,3,4,234
15813,208,40,1303.9099999999999,1,3,4,134
15814,17,72,1945.33,4,4,4,444
15815,64,49,2100.6,3,3,5,335
15819,49,123,1905.45,3,5,4,354
15820,320,17,206.98,1,2,1,121
15821,44,62,570.96,3,4,3,343
15822,3,33,885.47,5,3,3,533
15823,372,1,15.0,1,1,1,111
15825,172,20,532.94,2,2,3,223
15826,56,68,1654.31,3,4,4,344
15827,73,115,1836.0900000000001,2,4,4,244
15829,99,51,636.14,2,3,3,233
15830,38,39,576.0,3,3,3,333
15831,58,68,801.76,3,4,3,343
15832,254,54,836.79,1,3,3,133
15834,70,273,2233.75,3,5,5,355
15835,44,50,954.09,3,3,4,334
15836,50,10,137.37,3,1,1,311
15837,65,24,391.98,3,2,2,322
15838,11,167,33643.08,5,5,5,555
15839,33,62,1048.49,4,4,4,444
15840,59,27,355.56,3,2,2,322
15841,73,47,1224.06,2,3,4,234
15843,304,8,118.95000000000002,1,1,1,111
15844,46,11,130.73999999999998,3,1,1,311
15845,18,138,3711.77,4,5,5,455
15847,38,22,389.27,3,2,2,322
15850,19,97,238.85,4,4,1,441
15852,187,22,160.71,1,2,1,121
15853,52,30,110.8,3,3,1,331
15854,4,140,2974.65,5,5,5,555
15855,137,80,712.24,2,4,3,243
15856,4,645,16387.57,5,5,5,555
15857,19,14,297.0,4,2,2,422
15858,16,191,1438.85,4,5,4,454
15860,41,142,977.21,3,5,4,354
15861,12,546,3165.36,5,5,5,555
15862,8,147,832.88,5,5,3,553
15863,26,18,68.84,4,2,1,421
15864,22,20,1936.3200000000002,4,2,4,424
15865,41,40,895.13,3,3,3,333
15866,101,45,230.53,2,3,1,231
15867,5,461,3812.64,5,5,5,555
15869,277,15,149.64,1,2,1,121
15870,33,76,354.09000000000003,4,4,2,442
15872,15,128,360.93,4,5,2,452
15874,64,120,4405.88,3,4,5,345
15877,2,129,493.28,5,5,3,553
15880,369,105,343.28000000000003,1,4,2,142
15881,312,29,501.39000000000004,1,2,3,123
15882,199,23,516.36,1,2,3,123
15883,2,49,396.48,5,3,2,532
15885,93,18,379.35,2,2,2,222
15886,60,12,181.09,3,1,1,311
15888,81,12,168.31,2,1,1,211
15889,157,93,446.87,2,4,2,242
15891,227,62,524.52,1,4,3,143
15894,253,41,263.55,1,3,2,132
15895,150,11,179.17,2,1,1,211
15897,194,24,222.05,1,2,1,121
15898,1,86,1388.88,5,4,4,544
15899,369,4,56.25,1,1,1,111
15900,24,51,351.11,4,3,2,432
15901,17,116,363.88,4,4,2,442
15903,10,74,5126.76,5,4,5,545
15904,8,30,164.68,5,3,1,531
15906,20,150,1567.69,4,5,4,454
15907,4,249,967.45,5,5,4,554
15909,174,7,191.94,2,1,1,211
15910,1,267,1232.18,5,5,4,554
15912,178,19,264.62,2,2,2,222
15916,16,155,1528.09,4,5,4,454
15917,248,12,123.1,1,1,1,111
15918,191,40,334.23,1,3,2,132
15919,20,143,639.89,4,5,3,453
15920,154,60,167.5,2,4,1,241
15921,173,25,336.03000000000003,2,2,2,222
15922,373,11,369.5,1,1,2,112
15923,373,21,127.08,1,2,1,121
15925,194,12,207.15,1,1,1,111
15930,67,21,426.63,3,2,2,322
15932,4,115,2495.87,5,4,5,545
15933,21,74,1107.46,4,4,4,444
15935,239,12,416.86,1,1,2,112
15937,64,7,145.35,3,1,1,311
15938,112,18,404.58,2,2,2,222
15939,90,76,6115.01,2,4,5,245
15940,311,1,35.8,1,1,1,111
15942,134,14,337.44,2,2,2,222
15944,277,6,325.1,1,1,2,112
15945,365,2,181.0,1,1,1,111
15947,83,29,1708.24,2,2,4,224
15948,8,60,955.24,5,4,4,544
15949,17,19,364.72,4,2,2,422
15950,32,98,1765.51,4,4,4,444
15951,9,41,708.22,5,3,3,533
15952,34,91,806.57,3,4,3,343
15953,15,98,1659.3799999999999,4,4,4,444
15955,24,183,4416.26,4,5,5,455
15957,32,42,428.89,4,3,2,432
15958,74,7,104.35,2,1,1,211
15963,20,28,470.76,4,2,2,422
15965,17,122,845.64,4,5,3,453
15967,23,84,418.83,4,4,2,442
15969,3,20,666.1,5,2,3,523
15970,304,11,314.1,1,1,2,112
15971,18,35,4199.85,4,3,5,435
15973,367,4,307.82000000000005,1,1,2,112
15974,39,176,3442.15,3,5,5,355
15975,84,24,371.01,2,2,2,222
15976,165,98,430.94,2,4,2,242
15977,17,65,1054.73,4,4,4,444
15978,77,49,1098.78,2,3,4,234
15980,89,43,2398.86,2,3,5,235
15981,25,97,3408.48,4,4,5,445
15983,22,113,1475.02,4,4,4,444
15984,3,270,2837.67,5,5,5,555
15985,123,37,1142.42,2,3,4,234
15986,30,14,168.12,4,2,1,421
15987,12,140,1451.28,5,5,4,554
15988,19,27,158.03,4,2,1,421
15990,44,52,792.11,3,3,3,333
15992,4,3,41.989999999999995,5,1,1,511
15993,9,552,2797.57,5,5,5,555
15994,55,35,427.07,3,3,2,332
15996,88,130,1060.68,2,5,4,254
15998,37,506,3089.97,3,5,5,355
16000,3,9,12393.7,5,1,5,515
16003,30,103,2735.37,4,4,5,445
16005,12,218,615.39,5,5,3,553
16006,211,8,101.4,1,1,1,111
16007,48,385,1701.94,3,5,4,354
16008,24,33,478.78,4,3,2,432
16009,22,90,992.71,4,4,4,444
16010,246,86,407.5,1,4,2,142
16011,8,212,3362.71,5,5,5,555
16012,35,94,1415.29,3,4,4,344
16013,4,139,37130.6,5,5,5,555
16014,38,145,662.38,3,5,3,353
16015,4,182,705.39,5,5,3,553
16016,3,235,1508.76,5,5,4,554
16017,47,32,211.88,3,3,1,331
16018,39,28,408.90000000000003,3,2,2,322
16019,47,160,3786.2400000000002,3,5,5,355
16020,17,46,851.01,4,3,3,433
16022,260,76,628.28,1,4,3,143
16023,46,101,719.81,3,4,3,343
16024,12,64,251.24,5,4,2,542
16025,30,28,439.65999999999997,4,2,2,422
16026,43,32,236.09,3,3,1,331
16027,92,16,934.62,2,2,3,223
16029,39,242,81024.84,3,5,5,355
16030,310,29,331.24,1,2,2,122
16031,92,100,548.94,2,4,3,243
16033,6,1137,8816.4,5,5,5,555
16034,196,22,437.7,1,2,2,122
16036,87,55,758.92,2,3,3,233
16037,270,39,855.02,1,3,3,133
16038,8,26,471.78000000000003,5,2,2,522
16040,65,65,1313.55,3,4,4,344
16041,31,6,3166.4,4,1,5,415
16042,22,71,1197.27,4,4,4,444
16043,38,39,773.99,3,3,3,333
16045,120,83,1340.7,2,4,4,244
16048,373,8,256.44,1,1,2,112
16049,40,312,1111.79,3,5,4,354
16050,174,10,137.9,2,1,1,211
16052,54,34,362.06,3,3,2,332
16053,33,84,1511.95,4,4,4,444
16054,145,70,783.9,2,4,3,243
16055,221,8,134.8,1,1,1,111
16056,45,68,664.85,3,4,3,343
16057,16,121,2263.12,4,4,5,445
16059,66,180,1459.8600000000001,3,5,4,354
16062,10,64,1153.62,5,4,4,544
16063,260,23,335.32,1,2,2,122
16065,365,74,372.09,1,4,2,142
16066,17,102,1521.87,4,4,4,444
16070,22,33,852.15,4,3,3,433
16071,45,21,326.24,3,2,2,322
16072,288,23,584.3199999999999,1,2,3,123
16073,297,1,122.39999999999999,1,1,1,111
16076,3,129,2234.73,5,5,5,555
16078,284,1,79.2,1,1,1,111
16079,17,21,1352.0,4,2,4,424
16080,82,10,217.16,2,1,1,211
16081,56,227,2806.9,3,5,5,355
16083,101,31,1317.62,2,3,4,234
16084,299,38,436.18,1,3,2,132
16085,23,167,981.51,4,5,4,454
16086,59,39,1121.39,3,3,4,334
16091,155,18,315.06,2,2,2,222
16092,115,51,817.86,2,3,3,233
16093,107,1,17.0,2,1,1,211
16094,12,63,1078.23,5,4,4,544
16096,264,12,320.62,1,1,2,112
16097,240,10,185.04999999999998,1,1,1,111
16098,88,67,2005.63,2,4,4,244
16099,50,39,731.9,3,3,3,333
16101,71,76,1290.7,3,4,4,344
16102,42,57,1842.14,3,3,4,334
16103,7,48,1429.64,5,3,4,534
16104,62,29,302.36,3,2,2,322
16105,249,13,336.96,1,1,2,112
16106,66,6,108.38,3,1,1,311
16107,18,31,3204.1600000000003,4,3,5,435
16108,85,48,842.5,2,3,3,233
16109,219,18,611.88,1,2,3,123
16110,45,354,1337.48,3,5,4,354
16112,143,16,195.73999999999998,2,2,1,221
16113,183,30,161.38,1,3,1,131
16114,171,8,135.75000000000003,2,1,1,211
16115,10,284,1667.97,5,5,4,554
16116,212,34,612.78,1,3,3,133
16117,190,30,232.21,1,3,1,131
16119,8,16,423.36,5,2,2,522
16120,59,30,1309.14,3,3,4,334
16121,57,212,867.11,3,5,3,353
16122,73,38,684.4200000000001,2,3,3,233
16123,52,16,307.78,3,2,2,322
16124,317,11,249.0,1,1,1,111
16125,367,13,289.35,1,1,2,112
16126,29,117,6287.77,4,4,5,445
16127,39,40,656.25,3,3,3,333
16128,18,89,1880.22,4,4,4,444
16131,52,78,3506.54,3,4,5,345
16133,4,338,14589.04,5,5,5,555
16134,22,35,618.09,4,3,3,433
16135,263,21,517.55,1,2,3,123
16136,60,37,709.38,3,3,3,333
16139,19,31,635.41,4,3,3,433
16140,66,35,725.18,3,3,3,333
16141,88,30,620.4,2,3,3,233
16142,250,37,535.34,1,3,3,133
16143,3,117,2424.94,5,4,5,545
16144,247,1,175.2,1,1,1,111
16145,9,224,3799.4900000000002,5,5,5,555
16146,157,29,734.13,2,3,3,233
16147,134,22,375.0,2,2,2,222
16148,296,1,76.32000000000001,1,1,1,111
16149,5,18,280.52,5,2,2,522
16150,43,117,2053.02,3,4,4,344
16152,269,29,1829.04,1,3,4,134
16153,50,89,1824.23,3,4,4,344
16156,9,130,3122.04,5,5,5,555
16157,16,18,656.69,4,2,3,423
16159,282,14,348.2,1,2,2,122
16160,65,20,1025.44,3,2,4,324
16161,2,474,5575.56,5,5,5,555
16162,252,2,37.4,1,1,1,111
16163,232,6,856.6,1,1,3,113
16164,17,34,822.48,4,3,3,433
16168,11,98,3787.6,5,4,5,545
16169,8,85,1822.97,5,4,4,544
16170,51,125,1885.05,3,5,4,354
16171,59,3,73.2,3,1,1,311
16172,95,69,1140.21,2,4,4,244
